Time [s],V [mV],,,,,
15.96666667,87.9765,,,,,
15.98333333,92.8641,,,,,
16,92.8641,,,,,
16.01666667,92.8641,,,,,
16.03333333,92.8641,,,,,
16.05,92.8641,,,,,
16.06666667,97.7517,,,,,
16.08333333,97.7517,,,,,
16.1,92.8641,,,,,
16.11666667,92.8641,,,,,
16.13333333,92.8641,,,,,
16.15,92.8641,,,,,
16.16666667,87.9765,,,,,
16.18333333,92.8641,,,,,
16.2,87.9765,,,,,
16.21666667,87.9765,,,,,
16.23333333,87.9765,,,,,
16.25,87.9765,,,,,
16.26666667,83.089,,,,,
16.28333333,87.9765,,,,,
16.3,92.8641,,,,,
16.31666667,92.8641,,,,,
16.33333333,92.8641,,,,,
16.35,92.8641,,,,,
16.36666667,92.8641,,,,,
16.38333333,97.7517,,,,,
16.4,97.7517,,,,,
16.41666667,141.74,,,,,
16.43333333,307.9179,,,,,
16.45,513.1965,,,,,
16.46666667,718.4751,,,,,
16.48333333,948.1916,,,,,
16.5,1260.9971,,,,,
16.51666667,1676.4418,,,,,
16.53333333,2189.6383,,,,,
16.55,2785.9238,,,,,
16.56666667,3431.085,,,,,
16.58333333,4110.4594,,,,,
16.6,4824.0469,,,,,
16.61666667,5000,,,,,
16.63333333,5000,,,,,
16.65,5000,,,,,
16.66666667,5000,,,,,
16.68333333,5000,,,,,
16.7,5000,,,,,
16.71666667,5000,,,,,
16.73333333,5000,,,,,
16.75,5000,,,,,
16.76666667,5000,,,,,
16.78333333,5000,,,,,
16.8,5000,,,,,
16.81666667,5000,,,,,
16.83333333,5000,,,,,
16.85,5000,,,,,
16.86666667,5000,,,,,
16.88333333,5000,,,,,
16.9,5000,,,,,
16.91666667,5000,,,,,
16.93333333,5000,,,,,
16.95,5000,,,,,
16.96666667,5000,,,,,
16.98333333,5000,,,,,
17,5000,,,,,
17.01666667,5000,,,,,
17.03333333,5000,,,,,
17.05,5000,,,,,
17.06666667,5000,,,,,
17.08333333,5000,,,,,
17.1,5000,,,,,
17.11666667,4882.6979,,,,,
17.13333333,4736.0704,,,,,
17.15,4550.3421,,,,,
17.16666667,4296.1877,,,,,
17.18333333,4027.3705,,,,,
17.2,3826.9795,,,,,
17.21666667,3636.3636,,,,,
17.23333333,3411.5347,,,,,
17.25,3113.392,,,,,
17.26666667,2795.6989,,,,,
17.28333333,2507.3314,,,,,
17.3,2326.4907,,,,,
17.31666667,2184.7507,,,,,
17.33333333,1984.3597,,,,,
17.35,1744.868,,,,,
17.36666667,1480.9384,,,,,
17.38333333,1163.2454,,,,,
17.4,801.564,,,,,
17.41666667,557.1848,,,,,
17.43333333,395.8944,,,,,
17.45,293.2551,,,,,
17.46666667,229.7165,,,,,
17.48333333,185.7283,,,,,
17.5,151.5152,,,,,
17.51666667,136.8524,,,,,
17.53333333,122.1896,,,,,
17.55,117.3021,,,,,
17.56666667,112.4145,,,,,
17.58333333,112.4145,,,,,
17.6,107.5269,,,,,
17.61666667,107.5269,,,,,
17.63333333,107.5269,,,,,
17.65,117.3021,,,,,
17.66666667,175.9531,,,,,
17.68333333,278.5924,,,,,
17.7,415.4448,,,,,
17.71666667,606.0606,,,,,
17.73333333,860.2151,,,,,
17.75,1148.5826,,,,,
17.76666667,1456.5005,,,,,
17.78333333,1739.9804,,,,,
17.8,1969.697,,,,,
17.81666667,2150.5376,,,,,
17.83333333,2321.6031,,,,,
17.85,2497.5562,,,,,
17.86666667,2658.8465,,,,,
17.88333333,2834.7996,,,,,
17.9,3010.7527,,,,,
17.91666667,3181.8182,,,,,
17.93333333,3269.7947,,,,,
17.95,3279.5699,,,,,
17.96666667,3284.4575,,,,,
17.98333333,3308.8954,,,,,
18,3338.2209,,,,,
18.01666667,3240.4692,,,,,
18.03333333,2961.8768,,,,,
18.05,2556.2072,,,,,
18.06666667,2106.5494,,,,,
18.08333333,1705.7674,,,,,
18.1,1397.8495,,,,,
18.11666667,1177.9081,,,,,
18.13333333,1036.1681,,,,,
18.15,913.9785,,,,,
18.16666667,782.0137,,,,,
18.18333333,640.2737,,,,,
18.2,522.9717,,,,,
18.21666667,449.6579,,,,,
18.23333333,439.8827,,,,,
18.25,444.7703,,,,,
18.26666667,459.433,,,,,
18.28333333,439.8827,,,,,
18.3,395.8944,,,,,
18.31666667,381.2317,,,,,
18.33333333,395.8944,,,,,
18.35,430.1075,,,,,
18.36666667,474.0958,,,,,
18.38333333,503.4213,,,,,
18.4,493.6461,,,,,
18.41666667,483.871,,,,,
18.43333333,518.0841,,,,,
18.45,625.6109,,,,,
18.46666667,777.1261,,,,,
18.48333333,938.4164,,,,,
18.5,1085.044,,,,,
18.51666667,1182.7957,,,,,
18.53333333,1256.1095,,,,,
18.55,1319.6481,,,,,
18.56666667,1392.9619,,,,,
18.58333333,1490.7136,,,,,
18.6,1588.4653,,,,,
18.61666667,1720.4301,,,,,
18.63333333,1857.2825,,,,,
18.65,1950.1466,,,,,
18.66666667,1940.3715,,,,,
18.68333333,1754.6432,,,,,
18.7,1417.3998,,,,,
18.71666667,1026.393,,,,,
18.73333333,713.5875,,,,,
18.75,498.5337,,,,,
18.76666667,361.6813,,,,,
18.78333333,268.8172,,,,,
18.8,210.1662,,,,,
18.81666667,171.0655,,,,,
18.83333333,146.6276,,,,,
18.85,136.8524,,,,,
18.86666667,127.0772,,,,,
18.88333333,117.3021,,,,,
18.9,122.1896,,,,,
18.91666667,131.9648,,,,,
18.93333333,180.8407,,,,,
18.95,263.9296,,,,,
18.96666667,361.6813,,,,,
18.98333333,415.4448,,,,,
19,430.1075,,,,,
19.01666667,430.1075,,,,,
19.03333333,449.6579,,,,,
19.05,537.6344,,,,,
19.06666667,645.1613,,,,,
19.08333333,742.913,,,,,
19.1,777.1261,,,,,
19.11666667,777.1261,,,,,
19.13333333,786.9013,,,,,
19.15,879.7654,,,,,
19.16666667,1045.9433,,,,,
19.18333333,1236.5591,,,,,
19.2,1368.5239,,,,,
19.21666667,1422.2874,,,,,
19.23333333,1461.3881,,,,,
19.25,1559.1398,,,,,
19.26666667,1700.8798,,,,,
19.28333333,1852.3949,,,,,
19.3,1969.697,,,,,
19.31666667,2057.6735,,,,,
19.33333333,2160.3128,,,,,
19.35,2302.0528,,,,,
19.36666667,2478.0059,,,,,
19.38333333,2634.4086,,,,,
19.4,2683.2845,,,,,
19.41666667,2512.219,,,,,
19.43333333,2130.9873,,,,,
19.45,1652.0039,,,,,
19.46666667,1187.6833,,,,,
19.48333333,855.3275,,,,,
19.5,635.3861,,,,,
19.51666667,483.871,,,,,
19.53333333,395.8944,,,,,
19.55,337.2434,,,,,
19.56666667,317.6931,,,,,
19.58333333,317.6931,,,,,
19.6,342.131,,,,,
19.61666667,430.1075,,,,,
19.63333333,527.8592,,,,,
19.65,650.0489,,,,,
19.66666667,762.4633,,,,,
19.68333333,869.9902,,,,,
19.7,977.5171,,,,,
19.71666667,1060.6061,,,,,
19.73333333,1119.2571,,,,,
19.75,1173.0205,,,,,
19.76666667,1251.2219,,,,,
19.78333333,1344.086,,,,,
19.8,1432.0626,,,,,
19.81666667,1505.3763,,,,,
19.83333333,1564.0274,,,,,
19.85,1647.1163,,,,,
19.86666667,1749.7556,,,,,
19.88333333,1862.1701,,,,,
19.9,1935.4839,,,,,
19.91666667,1984.3597,,,,,
19.93333333,2003.9101,,,,,
19.95,2038.1232,,,,,
19.96666667,2121.2121,,,,,
19.98333333,2228.739,,,,,
20,2370.479,,,,,
20.01666667,2521.9941,,,,,
20.03333333,2639.2962,,,,,
20.05,2737.0479,,,,,
20.06666667,2854.35,,,,,
20.08333333,2937.4389,,,,,
20.1,2898.3382,,,,,
20.11666667,2678.3969,,,,,
20.13333333,2316.7155,,,,,
20.15,1935.4839,,,,,
20.16666667,1608.0156,,,,,
20.18333333,1358.7488,,,,,
20.2,1138.8074,,,,,
20.21666667,923.7537,,,,,
20.23333333,738.0254,,,,,
20.25,601.173,,,,,
20.26666667,547.4096,,,,,
20.28333333,586.5103,,,,,
20.3,718.4751,,,,,
20.31666667,889.5406,,,,,
20.33333333,1041.0557,,,,,
20.35,1138.8074,,,,,
20.36666667,1192.5709,,,,,
20.38333333,1256.1095,,,,,
20.4,1353.8612,,,,,
20.41666667,1466.2757,,,,,
20.43333333,1539.5894,,,,,
20.45,1549.3646,,,,,
20.46666667,1520.0391,,,,,
20.48333333,1520.0391,,,,,
20.5,1603.1281,,,,,
20.51666667,1725.3177,,,,,
20.53333333,1827.957,,,,,
20.55,1881.7204,,,,,
20.56666667,1886.608,,,,,
20.58333333,1915.9335,,,,,
20.6,1994.1349,,,,,
20.61666667,2116.3245,,,,,
20.63333333,2228.739,,,,,
20.65,2321.6031,,,,,
20.66666667,2404.6921,,,,,
20.68333333,2473.1183,,,,,
20.7,2561.0948,,,,,
20.71666667,2683.2845,,,,,
20.73333333,2795.6989,,,,,
20.75,2820.1369,,,,,
20.76666667,2678.3969,,,,,
20.78333333,2404.6921,,,,,
20.8,2062.5611,,,,,
20.81666667,1700.8798,,,,,
20.83333333,1378.2991,,,,,
20.85,1089.9316,,,,,
20.86666667,865.1026,,,,,
20.88333333,694.0371,,,,,
20.9,557.1848,,,,,
20.91666667,469.2082,,,,,
20.93333333,439.8827,,,,,
20.95,464.3206,,,,,
20.96666667,552.2972,,,,,
20.98333333,654.9365,,,,,
21,728.2502,,,,,
21.01666667,733.1378,,,,,
21.03333333,723.3627,,,,,
21.05,742.913,,,,,
21.06666667,806.4516,,,,,
21.08333333,884.653,,,,,
21.1,923.7537,,,,,
21.11666667,913.9785,,,,,
21.13333333,884.653,,,,,
21.15,869.9902,,,,,
21.16666667,913.9785,,,,,
21.18333333,967.7419,,,,,
21.2,1006.8426,,,,,
21.21666667,1036.1681,,,,,
21.23333333,1050.8309,,,,,
21.25,1065.4936,,,,,
21.26666667,1099.7067,,,,,
21.28333333,1138.8074,,,,,
21.3,1173.0205,,,,,
21.31666667,1187.6833,,,,,
21.33333333,1187.6833,,,,,
21.35,1187.6833,,,,,
21.36666667,1251.2219,,,,,
21.38333333,1324.5357,,,,,
21.4,1392.9619,,,,,
21.41666667,1466.2757,,,,,
21.43333333,1495.6012,,,,,
21.45,1466.2757,,,,,
21.46666667,1309.8729,,,,,
21.48333333,997.0674,,,,,
21.5,689.1496,,,,,
21.51666667,478.9834,,,,,
21.53333333,347.0186,,,,,
21.55,259.042,,,,,
21.56666667,205.2786,,,,,
21.58333333,166.1779,,,,,
21.6,151.5152,,,,,
21.61666667,127.0772,,,,,
21.63333333,117.3021,,,,,
21.65,112.4145,,,,,
21.66666667,112.4145,,,,,
21.68333333,107.5269,,,,,
21.7,107.5269,,,,,
21.71666667,102.6393,,,,,
21.73333333,107.5269,,,,,
21.75,107.5269,,,,,
21.76666667,122.1896,,,,,
21.78333333,127.0772,,,,,
21.8,141.74,,,,,
21.81666667,156.4027,,,,,
21.83333333,180.8407,,,,,
21.85,195.5034,,,,,
21.86666667,215.0538,,,,,
21.88333333,278.5924,,,,,
21.9,410.5572,,,,,
21.91666667,571.8475,,,,,
21.93333333,708.6999,,,,,
21.95,801.564,,,,,
21.96666667,869.9902,,,,,
21.98333333,962.8543,,,,,
22,1089.9316,,,,,
22.01666667,1290.3226,,,,,
22.03333333,1524.9267,,,,,
22.05,1739.9804,,,,,
22.06666667,1891.4956,,,,,
22.08333333,1984.3597,,,,,
22.1,2126.0997,,,,,
22.11666667,2360.7038,,,,,
22.13333333,2634.4086,,,,,
22.15,2869.0127,,,,,
22.16666667,2981.4272,,,,,
22.18333333,2922.7761,,,,,
22.2,2702.8348,,,,,
22.21666667,2385.1417,,,,,
22.23333333,2033.2356,,,,,
22.25,1666.6667,,,,,
22.26666667,1280.5474,,,,,
22.28333333,918.8661,,,,,
22.3,659.824,,,,,
22.31666667,488.7586,,,,,
22.33333333,391.0068,,,,,
22.35,351.9062,,,,,
22.36666667,361.6813,,,,,
22.38333333,395.8944,,,,,
22.4,449.6579,,,,,
22.41666667,508.3089,,,,,
22.43333333,547.4096,,,,,
22.45,586.5103,,,,,
22.46666667,645.1613,,,,,
22.48333333,713.5875,,,,,
22.5,782.0137,,,,,
22.51666667,811.3392,,,,,
22.53333333,845.5523,,,,,
22.55,909.0909,,,,,
22.56666667,992.1799,,,,,
22.58333333,1080.1564,,,,,
22.6,1182.7957,,,,,
22.61666667,1319.6481,,,,,
22.63333333,1471.1632,,,,,
22.65,1603.1281,,,,,
22.66666667,1754.6432,,,,,
22.68333333,1911.0459,,,,,
22.7,2062.5611,,,,,
22.71666667,2209.1887,,,,,
22.73333333,2336.2659,,,,,
22.75,2453.5679,,,,,
22.76666667,2556.2072,,,,,
22.78333333,2707.7224,,,,,
22.8,2913.001,,,,,
22.81666667,3113.392,,,,,
22.83333333,3255.132,,,,,
22.85,3338.2209,,,,,
22.86666667,3426.1975,,,,,
22.88333333,3577.7126,,,,,
22.9,3763.4409,,,,,
22.91666667,3968.7195,,,,,
22.93333333,4130.0098,,,,,
22.95,4271.7498,,,,,
22.96666667,4398.827,,,,,
22.98333333,4506.3539,,,,,
23,4506.3539,,,,,
23.01666667,4320.6256,,,,,
23.03333333,3973.607,,,,,
23.05,3558.1623,,,,,
23.06666667,3142.7175,,,,,
23.08333333,2756.5982,,,,,
23.1,2419.3548,,,,,
23.11666667,2155.4252,,,,,
23.13333333,2013.6852,,,,,
23.15,1979.4721,,,,,
23.16666667,1989.2473,,,,,
23.18333333,2047.8983,,,,,
23.2,2121.2121,,,,,
23.21666667,2214.0762,,,,,
23.23333333,2306.9404,,,,,
23.25,2385.1417,,,,,
23.26666667,2458.4555,,,,,
23.28333333,2517.1065,,,,,
23.3,2551.3196,,,,,
23.31666667,2585.5327,,,,,
23.33333333,2614.8583,,,,,
23.35,2644.1838,,,,,
23.36666667,2693.0596,,,,,
23.38333333,2761.4858,,,,,
23.4,2820.1369,,,,,
23.41666667,2873.9003,,,,,
23.43333333,2937.4389,,,,,
23.45,2961.8768,,,,,
23.46666667,3020.5279,,,,,
23.48333333,3137.8299,,,,,
23.5,3289.3451,,,,,
23.51666667,3450.6354,,,,,
23.53333333,3577.7126,,,,,
23.55,3626.5885,,,,,
23.56666667,3621.7009,,,,,
23.58333333,3621.7009,,,,,
23.6,3665.6891,,,,,
23.61666667,3763.4409,,,,,
23.63333333,3880.7429,,,,,
23.65,3954.0567,,,,,
23.66666667,3954.0567,,,,,
23.68333333,3866.0802,,,,,
23.7,3660.8016,,,,,
23.71666667,3338.2209,,,,,
23.73333333,2981.4272,,,,,
23.75,2649.0714,,,,,
23.76666667,2380.2542,,,,,
23.78333333,2150.5376,,,,,
23.8,1984.3597,,,,,
23.81666667,1881.7204,,,,,
23.83333333,1847.5073,,,,,
23.85,1852.3949,,,,,
23.86666667,1847.5073,,,,,
23.88333333,1871.9453,,,,,
23.9,1915.9335,,,,,
23.91666667,1994.1349,,,,,
23.93333333,2101.6618,,,,,
23.95,2209.1887,,,,,
23.96666667,2277.6149,,,,,
23.98333333,2321.6031,,,,,
24,2331.3783,,,,,
24.01666667,2341.1535,,,,,
24.03333333,2355.8162,,,,,
24.05,2394.9169,,,,,
24.06666667,2443.7928,,,,,
24.08333333,2482.8935,,,,,
24.1,2502.4438,,,,,
24.11666667,2551.3196,,,,,
24.13333333,2609.9707,,,,,
24.15,2663.7341,,,,,
24.16666667,2697.9472,,,,,
24.18333333,2722.3851,,,,,
24.2,2771.261,,,,,
24.21666667,2854.35,,,,,
24.23333333,2893.4506,,,,,
24.25,2903.2258,,,,,
24.26666667,2903.2258,,,,,
24.28333333,2932.5513,,,,,
24.3,2971.652,,,,,
24.31666667,2986.3148,,,,,
24.33333333,2956.9892,,,,,
24.35,2917.8886,,,,,
24.36666667,2854.35,,,,,
24.38333333,2751.7107,,,,,
24.4,2580.6452,,,,,
24.41666667,2326.4907,,,,,
24.43333333,2013.6852,,,,,
24.45,1652.0039,,,,,
24.46666667,1265.8847,,,,,
24.48333333,928.6413,,,,,
24.5,674.4868,,,,,
24.51666667,498.5337,,,,,
24.53333333,391.0068,,,,,
24.55,317.6931,,,,,
24.56666667,259.042,,,,,
24.58333333,219.9413,,,,,
24.6,205.2786,,,,,
24.61666667,239.4917,,,,,
24.63333333,288.3675,,,,,
24.65,342.131,,,,,
24.66666667,366.5689,,,,,
24.68333333,376.3441,,,,,
24.7,400.782,,,,,
24.71666667,474.0958,,,,,
24.73333333,557.1848,,,,,
24.75,606.0606,,,,,
24.76666667,596.2854,,,,,
24.78333333,552.2972,,,,,
24.8,498.5337,,,,,
24.81666667,503.4213,,,,,
24.83333333,591.3978,,,,,
24.85,762.4633,,,,,
24.86666667,933.5288,,,,,
24.88333333,1060.6061,,,,,
24.9,1124.1447,,,,,
24.91666667,1148.5826,,,,,
24.93333333,1182.7957,,,,,
24.95,1260.9971,,,,,
24.96666667,1329.4233,,,,,
24.98333333,1378.2991,,,,,
25,1436.9501,,,,,
25.01666667,1559.1398,,,,,
25.03333333,1739.9804,,,,,
25.05,1906.1584,,,,,
25.06666667,2018.5728,,,,,
25.08333333,2047.8983,,,,,
25.1,1979.4721,,,,,
25.11666667,1798.6315,,,,,
25.13333333,1490.7136,,,,,
25.15,1114.3695,,,,,
25.16666667,786.9013,,,,,
25.18333333,542.522,,,,,
25.2,386.1193,,,,,
25.21666667,288.3675,,,,,
25.23333333,224.8289,,,,,
25.25,175.9531,,,,,
25.26666667,156.4027,,,,,
25.28333333,136.8524,,,,,
25.3,131.9648,,,,,
25.31666667,122.1896,,,,,
25.33333333,127.0772,,,,,
25.35,136.8524,,,,,
25.36666667,156.4027,,,,,
25.38333333,200.391,,,,,
25.4,259.042,,,,,
25.41666667,307.9179,,,,,
25.43333333,361.6813,,,,,
25.45,425.2199,,,,,
25.46666667,478.9834,,,,,
25.48333333,527.8592,,,,,
25.5,596.2854,,,,,
25.51666667,650.0489,,,,,
25.53333333,708.6999,,,,,
25.55,816.2268,,,,,
25.56666667,943.304,,,,,
25.58333333,1065.4936,,,,,
25.6,1177.9081,,,,,
25.61666667,1285.435,,,,,
25.63333333,1417.3998,,,,,
25.65,1593.3529,,,,,
25.66666667,1769.306,,,,,
25.68333333,1911.0459,,,,,
25.7,2062.5611,,,,,
25.71666667,2194.5259,,,,,
25.73333333,2306.9404,,,,,
25.75,2414.4673,,,,,
25.76666667,2473.1183,,,,,
25.78333333,2434.0176,,,,,
25.8,2238.5142,,,,,
25.81666667,1896.3832,,,,,
25.83333333,1485.826,,,,,
25.85,1089.9316,,,,,
25.86666667,772.2385,,,,,
25.88333333,537.6344,,,,,
25.9,381.2317,,,,,
25.91666667,288.3675,,,,,
25.93333333,224.8289,,,,,
25.95,185.7283,,,,,
25.96666667,180.8407,,,,,
25.98333333,205.2786,,,,,
26,254.1544,,,,,
26.01666667,322.5806,,,,,
26.03333333,405.6696,,,,,
26.05,469.2082,,,,,
26.06666667,498.5337,,,,,
26.08333333,518.0841,,,,,
26.1,562.0723,,,,,
26.11666667,601.173,,,,,
26.13333333,645.1613,,,,,
26.15,654.9365,,,,,
26.16666667,659.824,,,,,
26.18333333,645.1613,,,,,
26.2,645.1613,,,,,
26.21666667,689.1496,,,,,
26.23333333,811.3392,,,,,
26.25,987.2923,,,,,
26.26666667,1153.4702,,,,,
26.28333333,1260.9971,,,,,
26.3,1300.0978,,,,,
26.31666667,1329.4233,,,,,
26.33333333,1392.9619,,,,,
26.35,1510.2639,,,,,
26.36666667,1617.7908,,,,,
26.38333333,1676.4418,,,,,
26.4,1700.8798,,,,,
26.41666667,1686.217,,,,,
26.43333333,1588.4653,,,,,
26.45,1397.8495,,,,,
26.46666667,1109.4819,,,,,
26.48333333,816.2268,,,,,
26.5,566.9599,,,,,
26.51666667,400.782,,,,,
26.53333333,293.2551,,,,,
26.55,224.8289,,,,,
26.56666667,180.8407,,,,,
26.58333333,151.5152,,,,,
26.6,136.8524,,,,,
26.61666667,122.1896,,,,,
26.63333333,117.3021,,,,,
26.65,112.4145,,,,,
26.66666667,112.4145,,,,,
26.68333333,117.3021,,,,,
26.7,112.4145,,,,,
26.71666667,112.4145,,,,,
26.73333333,117.3021,,,,,
26.75,161.2903,,,,,
26.76666667,234.6041,,,,,
26.78333333,317.6931,,,,,
26.8,381.2317,,,,,
26.81666667,430.1075,,,,,
26.83333333,459.433,,,,,
26.85,469.2082,,,,,
26.86666667,488.7586,,,,,
26.88333333,508.3089,,,,,
26.9,571.8475,,,,,
26.91666667,674.4868,,,,,
26.93333333,786.9013,,,,,
26.95,865.1026,,,,,
26.96666667,879.7654,,,,,
26.98333333,840.6647,,,,,
27,782.0137,,,,,
27.01666667,708.6999,,,,,
27.03333333,635.3861,,,,,
27.05,562.0723,,,,,
27.06666667,518.0841,,,,,
27.08333333,498.5337,,,,,
27.1,508.3089,,,,,
27.11666667,493.6461,,,,,
27.13333333,415.4448,,,,,
27.15,312.8055,,,,,
27.16666667,234.6041,,,,,
27.18333333,185.7283,,,,,
27.2,156.4027,,,,,
27.21666667,131.9648,,,,,
27.23333333,117.3021,,,,,
27.25,107.5269,,,,,
27.26666667,97.7517,,,,,
27.28333333,92.8641,,,,,
27.3,92.8641,,,,,
27.31666667,83.089,,,,,
27.33333333,92.8641,,,,,
27.35,87.9765,,,,,
27.36666667,87.9765,,,,,
27.38333333,87.9765,,,,,
27.4,87.9765,,,,,
27.41666667,87.9765,,,,,
27.43333333,83.089,,,,,
27.45,83.089,,,,,
27.46666667,87.9765,,,,,
27.48333333,87.9765,,,,,
27.5,87.9765,,,,,
27.51666667,83.089,,,,,
27.53333333,87.9765,,,,,
27.55,87.9765,,,,,
27.56666667,87.9765,,,,,
27.58333333,87.9765,,,,,
27.6,83.089,,,,,
27.61666667,83.089,,,,,
27.63333333,83.089,,,,,
27.65,83.089,,,,,
27.66666667,83.089,,,,,
27.68333333,78.2014,,,,,
27.7,87.9765,,,,,
27.71666667,87.9765,,,,,
27.73333333,83.089,,,,,
27.75,83.089,,,,,
27.76666667,83.089,,,,,
27.78333333,87.9765,,,,,
27.8,87.9765,,,,,
27.81666667,83.089,,,,,
27.83333333,87.9765,,,,,
27.85,83.089,,,,,
27.86666667,83.089,,,,,
27.88333333,87.9765,,,,,
27.9,83.089,,,,,
27.91666667,83.089,,,,,
27.93333333,83.089,,,,,
27.95,87.9765,,,,,
27.96666667,83.089,,,,,
27.98333333,83.089,,,,,
28,83.089,,,,,
28.01666667,83.089,,,,,
28.03333333,87.9765,,,,,
28.05,83.089,,,,,
28.06666667,83.089,,,,,
28.08333333,87.9765,,,,,
28.1,83.089,,,,,
28.11666667,87.9765,,,,,
28.13333333,87.9765,,,,,
28.15,92.8641,,,,,
28.16666667,278.5924,,,,,
28.18333333,586.5103,,,,,
28.2,811.3392,,,,,
28.21666667,913.9785,,,,,
28.23333333,933.5288,,,,,
28.25,962.8543,,,,,
28.26666667,1094.8192,,,,,
28.28333333,1221.8964,,,,,
28.3,1358.7488,,,,,
28.31666667,1534.7019,,,,,
28.33333333,1779.0811,,,,,
28.35,2130.9873,,,,,
28.36666667,2541.5445,,,,,
28.38333333,2903.2258,,,,,
28.4,3211.1437,,,,,
28.41666667,3519.0616,,,,,
28.43333333,3802.5415,,,,,
28.45,4071.3587,,,,,
28.46666667,4335.2884,,,,,
28.48333333,4535.6794,,,,,
28.5,4677.4194,,,,,
28.51666667,4760.5083,,,,,
28.53333333,4794.7214,,,,,
28.55,4789.8338,,,,,
28.56666667,4780.0587,,,,,
28.58333333,4819.1593,,,,,
28.6,4887.5855,,,,,
28.61666667,4965.7869,,,,,
28.63333333,5000,,,,,
28.65,5000,,,,,
28.66666667,5000,,,,,
28.68333333,5000,,,,,
28.7,5000,,,,,
28.71666667,5000,,,,,
28.73333333,5000,,,,,
28.75,5000,,,,,
28.76666667,5000,,,,,
28.78333333,5000,,,,,
28.8,5000,,,,,
28.81666667,5000,,,,,
28.83333333,5000,,,,,
28.85,5000,,,,,
28.86666667,5000,,,,,
28.88333333,5000,,,,,
28.9,5000,,,,,
28.91666667,5000,,,,,
28.93333333,5000,,,,,
28.95,5000,,,,,
28.96666667,5000,,,,,
28.98333333,5000,,,,,
29,5000,,,,,
29.01666667,5000,,,,,
29.03333333,5000,,,,,
29.05,4892.4731,,,,,
29.06666667,4379.2766,,,,,
29.08333333,3885.6305,,,,,
29.1,3445.7478,,,,,
29.11666667,3054.741,,,,,
29.13333333,2688.172,,,,,
29.15,2311.828,,,,,
29.16666667,1974.5846,,,,,
29.18333333,1715.5425,,,,,
29.2,1554.2522,,,,,
29.21666667,1480.9384,,,,,
29.23333333,1476.0508,,,,,
29.25,1456.5005,,,,,
29.26666667,1427.175,,,,,
29.28333333,1427.175,,,,,
29.3,1441.8377,,,,,
29.31666667,1456.5005,,,,,
29.33333333,1446.7253,,,,,
29.35,1407.6246,,,,,
29.36666667,1368.5239,,,,,
29.38333333,1373.4115,,,,,
29.4,1417.3998,,,,,
29.41666667,1451.6129,,,,,
29.43333333,1466.2757,,,,,
29.45,1456.5005,,,,,
29.46666667,1422.2874,,,,,
29.48333333,1407.6246,,,,,
29.5,1417.3998,,,,,
29.51666667,1456.5005,,,,,
29.53333333,1515.1515,,,,,
29.55,1583.5777,,,,,
29.56666667,1608.0156,,,,,
29.58333333,1603.1281,,,,,
29.6,1593.3529,,,,,
29.61666667,1578.6901,,,,,
29.63333333,1617.7908,,,,,
29.65,1691.1046,,,,,
29.66666667,1759.5308,,,,,
29.68333333,1783.9687,,,,,
29.7,1793.7439,,,,,
29.71666667,1818.1818,,,,,
29.73333333,1881.7204,,,,,
29.75,1979.4721,,,,,
29.76666667,2052.7859,,,,,
29.78333333,2106.5494,,,,,
29.8,2155.4252,,,,,
29.81666667,2174.9756,,,,,
29.83333333,2179.8631,,,,,
29.85,2121.2121,,,,,
29.86666667,1920.8211,,,,,
29.88333333,1559.1398,,,,,
29.9,1099.7067,,,,,
29.91666667,747.8006,,,,,
29.93333333,518.0841,,,,,
29.95,371.4565,,,,,
29.96666667,273.7048,,,,,
29.98333333,215.0538,,,,,
30,175.9531,,,,,
30.01666667,151.5152,,,,,
30.03333333,131.9648,,,,,
30.05,117.3021,,,,,
30.06666667,112.4145,,,,,
30.08333333,107.5269,,,,,
30.1,102.6393,,,,,
30.11666667,97.7517,,,,,
30.13333333,92.8641,,,,,
30.15,87.9765,,,,,
30.16666667,87.9765,,,,,
30.18333333,87.9765,,,,,
30.2,92.8641,,,,,
30.21666667,87.9765,,,,,
30.23333333,87.9765,,,,,
30.25,87.9765,,,,,
30.26666667,87.9765,,,,,
30.28333333,92.8641,,,,,
30.3,97.7517,,,,,
30.31666667,92.8641,,,,,
30.33333333,97.7517,,,,,
30.35,97.7517,,,,,
30.36666667,97.7517,,,,,
30.38333333,97.7517,,,,,
30.4,97.7517,,,,,
30.41666667,102.6393,,,,,
30.43333333,102.6393,,,,,
30.45,107.5269,,,,,
30.46666667,107.5269,,,,,
30.48333333,136.8524,,,,,
30.5,195.5034,,,,,
30.51666667,283.48,,,,,
30.53333333,444.7703,,,,,
30.55,640.2737,,,,,
30.56666667,830.8895,,,,,
30.58333333,1006.8426,,,,,
30.6,1143.695,,,,,
30.61666667,1246.3343,,,,,
30.63333333,1363.6364,,,,,
30.65,1520.0391,,,,,
30.66666667,1710.6549,,,,,
30.68333333,1876.8328,,,,,
30.7,1999.0225,,,,,
30.71666667,2067.4487,,,,,
30.73333333,2062.5611,,,,,
30.75,1959.9218,,,,,
30.76666667,1759.5308,,,,,
30.78333333,1515.1515,,,,,
30.8,1187.6833,,,,,
30.81666667,855.3275,,,,,
30.83333333,596.2854,,,,,
30.85,420.3324,,,,,
30.86666667,307.9179,,,,,
30.88333333,234.6041,,,,,
30.9,190.6158,,,,,
30.91666667,156.4027,,,,,
30.93333333,141.74,,,,,
